Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean UMI Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000260179,RP5-902P8.12,0.00151744262643225,2.0993622665753513,0.38972315554772413,0.0,-1.2478429677610485,0.60319283457648132,0.0,0.30067946054647443,1.0
ENSG00000160087,UBE2J2,0.17033293481702005,0.23806853740694356,0.61015545735131482,0.14213646748028713,-0.22065813843481719,0.67679660701243027,0.14932456837938904,-0.087496698564802688,1.0
ENSG00000230415,RP5-902P8.10,0.0011380819698241875,0.77743417168798956,0.83204625697789369,0.00063453780125128192,0.074085127126313211,1.0,0.0,0.30067946054647443,1.0
ENSG00000162572,SCNN1D,0.0026555245962564373,-0.029920750369614169,1.0,0.0025381512050051277,0.074085127126314987,1.0,0.0029279327133213537,0.62260755543383706,1.0
ENSG00000131584,ACAP3,0.051972409955304562,0.015593908882753027,1.0,0.043783108286338454,-0.32801331644503051,0.56198240832575896,0.06880641876305181,0.51408309865566837,0.61190474333167044
ENSG00000169972,PUSL1,0.03565990172115787,0.25982693876859742,0.69336197842535507,0.032361427863815379,-0.019891021082699467,1.0,0.023423461706570829,-0.47975416219584055,0.8605761709971731
ENSG00000127054,CPSF3L,0.13239686915621382,0.07889816401563543,0.93918108483184704,0.1224657956414974,-0.10736174421121758,0.92610380359335842,0.13175697209946091,0.045593807828172128,1.0
ENSG00000224051,CPTP,0.055386655864777125,0.82735939701967087,0.031233797218721205,0.027285125453805122,-0.90942675008511653,0.033147007962267439,0.039527091629838272,-0.13989313083950616,1.0
ENSG00000169962,TAS1R3,0.00037936065660806249,-0.80752832903316651,0.80941658944198824,0.00063453780125128192,0.48912262640515713,1.0,0.0014639663566606768,2.0376450547126801,0.85998382380420435
ENSG00000107404,DVL1,0.0064491311623370625,0.24691945498920909,0.91051618986808469,0.006979915813764101,0.41112011440388496,0.80503438668481364,0.0014639663566606768,-1.2353734396937357,0.67709402823677911
ENSG00000162576,MXRA8,0.0064491311623370625,3.9473591731303017,0.00044199822912146418,0.0,-3.0958398743159989,0.01809853111793757,0.0,-1.547317446008476,0.61935394668793042
ENSG00000175756,AURKAIP1,0.39984613206489789,-0.31908989711625702,0.37526493153223317,0.55775872729987674,0.5078234720828394,0.096069953811256659,0.36306365645184785,-0.33476259197492286,0.91339025584335409
ENSG00000221978,CCNL2,0.12291285274101224,0.46351859685201147,0.21272601162068305,0.081220838560164085,-0.55131223799408025,0.16123710617944331,0.10686954403622941,0.0086936810165516576,1.0
ENSG00000242485,MRPL20,0.37177344347590124,0.013370812541680266,1.0,0.42323671343460501,0.29539809084346169,0.42214048511806623,0.24155444884901167,-0.68885354040245628,0.39661311927512743
ENSG00000272455,RP4-758J18.13,0.0018968032830403124,0.040468577521783899,1.0,0.0012690756025025638,-0.34095237215253071,0.9353559539899875,0.0029279327133213537,1.2075700561549931,0.85998382380420435
ENSG00000235098,ANKRD65,0.00075872131321612498,-2.338043045731947,0.031177610524983326,0.0057108402112615369,1.8110507212925198,0.07649835030707991,0.00439189906998203,1.037645054712681,0.93914331491693426
ENSG00000215915,ATAD3C,0.0060697705057289999,1.5429689180509669,0.13131057421270925,0.0,-3.3182322956524466,0.0075445548199029001,0.0058558654266427073,0.8570728090708597,0.88081820409899181
ENSG00000160072,ATAD3B,0.032245655811685314,0.68013697033307352,0.14556669336989753,0.01967067183878974,-0.56977106264841026,0.30872541037741313,0.020495528993249475,-0.34086656854104902,1.0
ENSG00000197785,ATAD3A,0.028831409902212748,-0.12570428905942155,0.89683993201398393,0.027919663255056404,-0.13450149468510286,0.94544765256950014,0.039527091629838272,0.51109924021684705,0.74469692203517668
ENSG00000205090,TMEM240,0.0,-1.8075283290331665,0.44612830902609846,0.0012690756025025638,2.6590476278474693,0.25553594197798479,0.0,1.0376450547126801,1.0
ENSG00000160075,SSU72,0.5808011652669437,0.12142479285792451,0.80941658944198824,0.54697158467860496,-0.046142236210106935,1.0,0.50360442669127281,-0.17214732984413328,1.0
ENSG00000215014,RP5-832C2.5,0.033004377124901438,0.17077659986751481,0.80941658944198824,0.029823276658810249,-0.082419358553676325,1.0,0.027815360776552861,-0.13227994672963117,1.0
ENSG00000228594,C1orf233,0.0018968032830403124,-2.338043045731947,0.0018478733933332367,0.013959831627528202,2.4277220817410141,0.00029746616129566728,0.00439189906998203,-0.18474736662376667,1.0
ENSG00000272106,RP11-345P4.9,0.025417163992740188,0.31030816126069105,0.67939347801037075,0.018401596236287177,-0.42841521340286892,0.54727902532075823,0.024887428063231506,0.19261971468902228,1.0
ENSG00000197530,MIB2,0.17147101678684423,1.4409300749558347,9.9973375860918207e-07,0.041244957081333321,-1.9313693029657935,1.4931516788973083e-08,0.11272540946287211,-0.10879851339046809,1.0
ENSG00000189409,MMP23B,0.028831409902212748,2.8742957109405785,1.6474819057079715e-07,0.0025381512050051277,-2.9438367808709476,1.0090789202783027e-05,0.0058558654266427073,-1.3953143525634255,0.36671575413706237
ENSG00000248333,CDK11B,0.14226024622802344,0.48653297242125104,0.17317825636349532,0.093911594585189717,-0.54279670746959408,0.15986866585657394,0.11858127488951482,-0.053263441485529306,1.0
ENSG00000272004,RP11-345P4.10,0.0037936065660806248,0.42951086826768314,0.83219241563550272,0.0025381512050051277,-0.30442649612741501,0.98986746666569292,0.0029279327133213537,0.30067946054647532,1.0
ENSG00000189339,SLC35E2B,0.077010213291436688,0.18307297296458325,0.72796221318579435,0.061550166721374346,-0.33357284178693236,0.5172546587472715,0.081982115972997899,0.22187789283887671,0.99884381736163508
ENSG00000269737,RP11-345P4.7,0.0022761639396483751,1.5847890937455933,0.35377125812296278,0.00063453780125128192,-0.73326979493129052,0.71216460706140072,0.0,-0.37739244456616383,1.0
ENSG00000008128,CDK11A,0.09825441006148819,0.59034861908749381,0.096478551990283129,0.059012015516369219,-0.66594677008767533,0.08798003382542878,0.079054183259676544,-0.059557104312683684,1.0
ENSG00000215790,SLC35E2,0.0072078524755531869,0.51439976585419522,0.69336197842535507,0.0025381512050051277,-1.3588742801497915,0.15660152571482153,0.010247764496624737,1.037645054712681,0.58978489440314485
ENSG00000008130,NADK,0.068664278846059315,-1.257803008368553,1.0415567585404127e-05,0.18274688676036918,1.1937283741258033,3.6409942376608026e-05,0.12297317395949685,0.15548154500653943,1.0
ENSG00000078369,GNB1,0.13808727900533474,-1.1307733523925203,2.315385565900288e-05,0.34518856388069735,1.1840579691514461,1.0579803688098231e-05,0.20495528993249476,-0.065977576361476054,1.0
ENSG00000231050,RP1-140A9.1,0.0011380819698241875,0.77743417168798956,0.83756726624341582,0.0,-1.2478429677610485,0.55553490400711314,0.0014639663566606768,1.6226075554338362,0.93914331491693426
ENSG00000169885,CALML6,0.00037936065660806249,0.77743417168798956,1.0,0.0,0.074085127126313211,1.0,0.0,1.6226075554338362,1.0
ENSG00000178821,TMEM52,0.0011380819698241875,0.77743417168798956,0.83204625697789369,0.00063453780125128192,0.074085127126313211,1.0,0.0,0.30067946054647443,1.0
